railroad_id,railroad_type,portion,length_mile
77328,AC; OVERHEAD,3.01780187019326e-05,1.3186736055948246e-05
68353,AC; OVERHEAD,0.0026431354968280635,0.20750465325219258
68354,AC; OVERHEAD,0.002832113134863535,0.24267903741490296
76508,AC; OVERHEAD,0.027553047642971663,0.2918550386459644
77326,AC; OVERHEAD,0.02376643655520594,0.23250745172589293
71755,AC; OVERHEAD,0.03775360589165187,0.23150522823203465
68320,AC; OVERHEAD,0.0046351488276608335,0.21628671179811662
68322,AC; OVERHEAD,0.004584071155825279,0.2145153838995553
68323,AC; OVERHEAD,0.004562877028308089,0.21383062215139126
68324,AC; OVERHEAD,0.0075450581487637005,0.21644006928293866
71767,AC; OVERHEAD,0.015149584836150974,0.2134353811162585
71769,AC; OVERHEAD,0.015489039412464111,0.19056888048232726
71770,AC; OVERHEAD,0.022977618140245085,0.22097701848752804
71874,AC; OVERHEAD,0.37613273656776386,0.23564353864775012
71877,AC; OVERHEAD,0.12373856341660722,0.1577595259541747
71879,AC; OVERHEAD,0.1895684629652448,0.3453301942213238
75401,AC; OVERHEAD,0.10028704455508299,0.16973391783286434
75412,AC; OVERHEAD,0.29026284714030853,0.23689996892268997
71798,AC; OVERHEAD,0.23195869844420933,1.5334735690121797
71807,AC; OVERHEAD,0.2508036025032475,0.7642549729914926
71816,AC; OVERHEAD,0.06673158128790366,0.17494208407238152
71819,AC; OVERHEAD,0.0949611330391497,0.23509372614241175
71821,AC; OVERHEAD,0.11358862563026138,1.9519842771796583
71830,AC; OVERHEAD,0.06020882530812204,0.0712729459449476
71831,AC; OVERHEAD,1.0,0.5549282482000384
71832,AC; OVERHEAD,0.10939314313382217,0.7814024662644302
71840,AC; OVERHEAD,0.3551617942071419,0.7957644296088434
71841,AC; OVERHEAD,0.6413137350758547,0.42474877310849385
71842,AC; OVERHEAD,0.5182627389124154,0.6728556130607238
71843,AC; OVERHEAD,0.9978419492532906,0.9650027885261526
71844,AC; OVERHEAD,0.007193056325685719,0.007739556340449345
71845,AC; OVERHEAD,0.27857848723524253,1.2767171224919727
71846,AC; OVERHEAD,1.0,0.8525566492685668
71847,AC; OVERHEAD,0.5121896660170444,0.6032139977208588
71854,AC; OVERHEAD,0.09091862634775975,0.2079949914367095
71855,AC; OVERHEAD,0.13274509622721578,0.29611690124356044
71876,AC; OVERHEAD,0.1386982506722598,0.20383541557504625
