road_id,road_type,name,portion,length
5441,344,I- 80,0.014695330488539424,1.8141160343511071
7123,640,US Hwy 189,0.01702127433196689,1.8141160343511071
1646,344,I- 70,0.022783252741068113,4.110101319415333
1541,344,I- 70,0.022798804901241636,4.112445579014731
5307,344,I- 80,0.008604405128792616,0.682795093892151
5305,344,I- 80,0.01563242720116766,1.239574027379596
13133,0,Dwight D Eisenhower Hwy,0.01563242720116766,1.239574027379596
13134,0,Dwight D Eisenhower Hwy,0.012525772218243822,0.682795093892151
8927,344,I- 15,0.0017402114532917806,0.09474990674019344
8876,344,I- 15,0.0033570191541385337,0.0951959992570758
8881,344,I- 15,0.001622912704144852,0.19577829205144245
8886,344,I- 15,0.005410177713886046,0.6532008331683097
8927,344,I- 15,0.0007247217485621065,0.03945918064092645
8876,344,I- 15,0.00495633666692587,0.14054832576121248
4707,344,I- 215,0.007436476862089208,0.4125598350696312
4708,344,I- 215,0.007376906168896851,0.4061396429089819
16963,0,Belt Rte,0.007376906168896851,0.4061396429089819
16969,0,Belt Rte,0.01504534860633448,0.4125598350696312
8926,344,I- 15,0.0023068985298992945,0.1295227635234533
8905,344,I- 15,0.0025929766704722466,0.14552855841758344
8877,344,I- 15,0.008292744800330928,0.2165215868709417
8927,344,I- 15,0.003977024320243496,0.21653844579275433
5307,344,I- 80,0.06584142941969888,5.224789431657672
5305,344,I- 80,0.06763834525694087,5.363385669832206
13133,0,Dwight D Eisenhower Hwy,0.06763834525694087,5.363385669832206
13134,0,Dwight D Eisenhower Hwy,0.09584796799897438,5.224789431657672
8926,344,I- 15,0.0827735292524295,4.647389608346618
8905,344,I- 15,0.0815335963192655,4.576002117590551
8895,344,I- 15,0.01375066317386505,1.2870606499262691
8896,344,I- 15,0.013404081118773708,1.2549029358716584
